0,83,53,28,48,98,98,54,25,28,12,99,88,48,89,26,93,35,29,82,85,9,28,40,83,4,83,99,22,62,53,22,90,96,61,92,93,18,36,17,57,1,99,66,7,28,76,39,58,96,21,58,7,49,29,14,87,56,54,94,78,61,7,89,32,7,41,96,39,1,61,75,51,11,11,90,100,64,5,11,7,71,58,73,85,60,97,98,2,34,33,78,61,8,27,7,2,96,89,63,71,44,89,19,85,2,74,94,61,41,33,19,44,51,46,58,45,10,63,46,58,75,82,56,88,31,34,86,68,65,74,48,62,31,67,25,29,93,59,18,45,53,55,63,66,27,58,56,24,80,11,23,21,44,70,13,14,40,79,67,33,72,51,42,5,95,23,53,45,34,62,79,93,61,84,55,26,94,25,65,59,29,78,96,85,64,15,23,88,56,39,2,23,8,49,98,39,74,51,60,38,78,24,76,60,71,50,54,14,98,7,78,27,72,59,52,41,11,71,97,60,50,11,57,59,96,57,30,48,90,73,32,41,43,79,88,50,79,100,43,59,76,29,99,35,3,16,18,71,80,94,91,64,77,77,73,77,67,43,53,34,15,30,52,44,29,31,13,88,53,10,24,62,53,66,39,51,100,72,92,73,61,15,43,75,100,96,7,89,46,87,62,81,74,19,1,36,13,38,12,58,66,40,48,56,28,97,29,2,72,34,29,32,56,15,75,8,17,58,28,38,30,48,9,100,97,33,1,32,57,97,64,28,75,100,29,55,53,100,89,89,28,9,42,98,3,52,58,28,50,82,39,38,66,1,56,63,50,82,84,16,47,23,17,72,61,88,50,45,67,99,19,5,96,68,85,24,11,78,79,10,54,5,27,46,26,15,59,13,26,22,100,9,76,91,17,26,8,37,51,57,54,32,63,100,47,67,96,45,6,42,18,62,98,96,63,95,68,26,61,27,92,80,90,54,79,83,49,96,42,91,92,11,33,76,32,89,46,19,31,62,79,63,74,2,55,99,69,2,53,57,61,80,41,88,32,72,78,6,73,3,32,91,10,6,70,46,15,38,81,15,70,83,38,31,64,76,57,70,2,77,26,77,61,4,80,98,48,4,9,56,68,56,6,42,9,50,44,38,78,33,35,42,50,30,48,19,14,52,22,47,100,2,58,89,28,45,99,20,75,20,14,24,37,48,46,82,63,85,69,38,38,7,69,8,87,23,62,14,14,67,80,79,61,82,8,11,44,5,32,18,48,46,22,33,93,100,76,31,75,49,14,29,17,100,8,72,37,43,18,3,40,98,44,78,16,9,3,91,100,65,50,32,65,26,32,47,3,76,22,69,78,75,21,28,82,93,81,54,11,42,11,63,90,5,63,84,40,95,77,30,92,66,47,71,63,65,50,14,76,5,28,82,82,18
83,0,53,33,6,39,25,79,10,79,25,44,5,18,70,34,83,17,75,63,30,24,95,95,99,86,46,38,7,94,94,6,14,83,88,13,71,46,37,59,74,82,45,73,44,77,29,81,38,43,66,44,47,34,58,38,37,78,90,96,13,65,94,61,50,28,41,77,20,75,18,67,45,96,76,83,39,96,34,80,36,1,78,37,33,54,52,52,28,62,44,55,86,49,45,67,40,65,78,53,36,39,93,98,50,6,75,12,88,77,20,73,79,74,25,64,80,90,100,82,78,33,82,12,79,13,60,44,65,27,25,51,58,13,37,84,16,77,8,3,12,11,71,19,70,60,65,73,21,69,9,75,51,43,77,10,5,13,26,46,81,21,84,86,34,9,16,31,72,65,100,90,68,87,47,85,37,19,46,36,78,98,76,53,56,4,27,19,32,41,80,30,9,22,56,57,22,65,92,19,18,73,39,72,95,28,66,57,83,3,100,58,4,65,90,23,62,36,57,74,42,92,79,28,89,41,90,90,51,46,15,62,34,44,83,99,44,66,38,29,89,71,17,90,9,58,55,99,57,91,49,3,35,88,69,53,30,14,19,65,36,94,74,42,74,6,33,72,84,31,28,74,80,40,7,48,88,67,37,24,35,47,85,45,20,53,84,19,48,24,90,17,54,7,24,86,54,32,29,11,72,57,78,55,7,4,71,63,2,14,65,95,64,40,66,72,46,98,88,87,78,86,42,26,84,63,78,90,65,29,77,94,63,90,25,1,9,39,62,2,21,57,99,27,34,16,15,85,77,100,2,13,29,58,25,90,63,30,35,81,56,62,71,29,41,90,22,57,62,35,92,34,94,9,40,16,2,38,26,90,96,35,79,49,18,45,44,41,96,33,98,35,79,27,68,53,40,24,28,26,60,89,94,23,13,36,99,71,58,82,39,23,47,10,37,54,81,20,48,14,72,84,16,1,5,32,77,3,34,77,44,4,35,27,19,38,2,34,84,50,29,19,2,56,37,24,91,96,43,9,56,9,34,9,62,53,51,14,60,29,61,49,62,83,22,61,19,63,89,55,95,38,87,35,67,44,30,47,10,25,65,29,27,100,14,47,87,27,54,92,21,74,27,76,82,88,82,97,33,43,31,94,5,91,12,39,75,71,56,75,69,86,14,40,87,22,18,75,42,5,43,95,90,89,34,60,12,72,68,22,57,67,18,7,12,87,53,30,96,65,93,22,18,80,27,33,95,5,56,99,43,24,66,32,14,72,30,61,14,80,8,61,92,79,24,15,4,40,49,67,94,9,9,41,48,64,45,89,73,26,37,94,61,32,37,29,94,50,91,22,26,23,75,70,65,57,10,44,42,20,23,62,52,22,58,20,56,43,92,86,26,65,43,82,3,100,37,55,8,68,39,37,35,11,38
53,53,0,48,79,83,25,68,37,54,55,41,18,61,48,34,27,47,60,49,22,73,3,30,19,54,2,36,83,9,64,1,63,8,3,95,92,64,67,47,39,22,50,43,25,39,28,94,67,54,50,38,18,70,44,75,30,57,11,6,38,21,71,58,5,24,85,50,28,29,57,80,91,8,87,94,15,45,88,56,62,48,67,76,28,70,86,77,26,16,79,30,56,7,10,50,33,88,94,44,89,95,13,50,72,99,31,6,22,80,76,52,8,76,6,92,46,15,61,70,59,23,22,84,34,13,22,40,94,78,1,28,39,14,15,8,6,94,48,51,30,72,33,11,58,26,3,39,41,95,49,3,33,20,38,84,63,27,5,79,70,72,25,22,27,73,14,51,40,85,92,99,14,57,21,75,61,89,93,72,74,12,57,13,60,23,58,69,96,32,47,31,1,27,38,69,5,30,99,95,47,97,90,15,84,54,87,97,54,14,10,22,72,29,12,69,5,7,30,54,19,16,66,62,92,15,69,57,76,47,83,58,41,55,60,48,24,33,59,83,50,83,36,56,9,68,87,58,76,59,10,54,32,9,17,17,61,25,24,41,42,56,65,71,85,56,96,63,12,87,1,40,23,43,99,65,15,7,81,55,62,37,29,45,3,99,6,41,11,64,78,14,41,79,76,7,58,10,91,1,61,24,95,26,87,68,73,43,7,58,6,20,97,31,91,93,41,13,34,76,69,3,39,13,79,24,65,77,40,58,34,22,38,43,92,83,89,95,95,30,34,58,86,13,13,38,6,33,61,47,14,6,77,59,84,19,80,3,28,41,79,56,43,87,15,98,68,13,33,43,24,21,22,29,70,92,64,66,91,67,28,56,80,20,79,3,3,1,3,35,20,95,56,34,76,90,44,5,11,12,72,91,85,87,95,63,82,93,5,4,38,19,19,90,90,81,41,41,72,17,18,34,49,49,91,38,19,88,29,54,21,33,35,80,32,19,64,91,3,74,98,65,20,41,79,51,56,90,3,91,47,66,16,96,10,76,32,90,2,97,34,33,65,59,48,51,6,30,15,12,21,80,14,57,25,95,51,36,8,29,50,23,48,6,87,22,3,62,52,16,81,97,80,75,56,58,97,93,70,40,91,80,100,11,95,66,52,93,58,22,54,8,51,50,36,85,55,34,83,93,97,32,55,95,67,99,44,68,38,17,17,68,35,11,82,14,43,48,51,92,54,75,8,8,51,21,98,23,55,76,26,37,51,51,59,90,76,74,81,26,65,24,11,30,53,73,43,64,95,39,99,56,84,58,49,38,8,61,6,97,1,85,80,1,12,91,39,20,3,38,41,23,59,78,75,75,58,23,21,55,27,3,33,35,62,88,62,39,78,58,45,5,23,82,71,55,17,4,12,36,55,2,20,54,34
28,33,48,0,18,38,56,86,35,22,13,31,54,24,70,34,62,53,76,34,89,84,69,95,1,77,31,40,88,63,95,98,19,56,93,53,80,90,1,55,97,17,35,77,3,82,55,6,20,79,97,88,20,41,41,4,84,16,67,9,61,68,31,55,55,35,10,82,43,77,94,99,48,47,70,23,47,36,36,90,83,47,70,9,23,85,91,53,62,24,100,36,95,96,17,5,87,87,41,4,2,42,6,70,61,88,86,55,61,66,81,31,75,43,43,69,52,100,70,30,78,51,25,74,71,8,64,55,99,17,84,82,25,69,41,37,82,95,41,11,3,12,11,10,53,67,32,69,16,90,85,82,22,82,51,2,96,22,53,42,20,38,28,79,13,29,52,94,1,35,11,9,59,70,87,52,34,92,25,57,51,39,64,20,71,59,19,24,65,13,22,67,30,58,86,4,87,79,10,67,85,99,4,88,100,11,85,64,6,64,4,76,36,91,38,21,50,75,68,22,52,37,6,52,72,45,97,75,94,38,98,78,3,5,32,54,88,18,94,88,48,87,23,98,58,75,25,68,30,27,79,96,63,84,83,83,12,4,98,51,22,54,81,48,18,94,10,43,46,28,30,63,34,57,1,33,81,97,13,47,100,27,42,40,83,19,28,86,51,60,55,3,78,21,37,2,20,20,100,41,81,38,90,16,49,97,65,76,95,6,81,8,40,61,40,60,50,27,27,24,8,90,3,70,92,55,82,100,91,85,12,33,22,64,50,33,43,93,74,8,31,37,84,13,65,2,39,74,88,14,39,60,33,57,47,86,16,44,36,29,34,57,91,84,57,32,9,63,13,7,7,38,70,30,63,61,38,7,84,90,91,46,20,4,87,90,69,5,50,97,62,24,57,52,71,33,35,82,9,82,42,89,50,69,67,70,10,84,32,23,45,38,59,62,58,92,61,61,52,70,65,17,21,42,16,28,3,52,96,65,84,99,56,30,78,29,77,58,81,93,74,41,82,41,71,85,78,82,11,18,78,83,94,64,27,66,68,8,38,12,52,40,97,59,31,10,2,3,91,42,64,38,52,74,83,11,7,2,31,16,74,53,66,88,75,76,74,62,72,22,19,4,68,7,66,5,86,40,66,81,11,5,18,99,85,98,64,47,93,76,76,10,57,13,21,98,45,63,3,96,17,35,60,95,42,20,62,5,5,91,10,38,90,75,30,15,3,27,11,81,26,36,24,55,53,21,57,95,39,91,78,90,81,66,35,89,55,94,50,76,86,13,83,97,28,70,21,4,84,99,30,47,43,22,79,91,17,100,70,93,13,94,8,62,15,7,84,1,84,64,46,68,7,26,42,11,73,76,57,27,12,22,50,97,26,99,65,31,77,57,34,49,16,86,28,99,9,56,97,9,47,37,32,46,75
48,6,79,18,0,33,68,2,29,28,62,34,50,95,31,31,74,91,94,61,65,84,31,62,86,42,19,29,81,31,90,47,10,83,60,71,2,77,38,55,64,100,73,4,83,10,67,89,40,98,57,99,37,43,83,22,10,36,78,27,70,13,83,11,99,88,18,40,16,47,72,65,16,81,8,99,18,93,46,1,77,56,58,63,52,33,2,100,80,76,24,93,42,7,13,82,34,82,67,52,23,48,55,43,15,64,10,44,66,79,100,13,71,23,99,97,38,18,66,76,36,78,99,14,56,82,76,81,64,60,55,57,20,94,28,13,68,73,96,52,26,34,34,49,40,87,57,41,95,71,21,22,25,2,31,74,56,37,60,2,35,10,86,37,23,94,97,79,55,8,9,53,75,89,16,96,96,52,97,49,75,74,57,54,26,8,57,60,73,66,10,83,2,86,4,63,97,80,47,24,49,29,49,37,89,45,49,5,85,68,66,92,83,9,40,38,56,33,3,65,47,47,85,44,69,96,70,31,31,1,55,13,19,64,70,82,60,85,41,31,51,84,83,100,51,20,97,60,41,69,38,48,65,23,48,5,50,77,51,38,12,39,36,98,1,48,30,79,8,38,34,11,25,33,13,61,68,12,95,83,32,58,31,82,76,11,28,27,70,6,93,82,93,30,22,77,87,43,95,79,14,51,93,17,75,75,8,98,41,18,65,49,51,88,79,14,8,6,55,75,61,19,11,71,48,47,26,45,37,39,83,11,96,9,53,97,89,91,12,27,78,32,6,54,14,96,99,6,64,22,98,30,1,11,58,35,12,43,54,59,61,29,6,40,89,4,89,14,69,44,83,9,6,27,11,41,55,31,16,4,28,68,75,29,42,79,60,64,98,35,47,66,98,34,27,88,13,84,49,34,83,58,18,49,88,16,74,18,63,29,53,5,73,52,17,1,60,3,36,63,27,25,26,41,23,10,92,80,100,46,62,17,79,39,95,22,19,37,45,62,10,56,47,9,78,85,42,33,54,11,70,89,14,96,94,30,42,54,48,46,11,56,86,13,48,88,5,10,2,99,31,18,44,9,33,25,60,68,96,83,17,20,38,63,7,80,1,63,75,32,59,30,23,32,15,32,68,53,35,74,99,33,41,30,57,37,3,31,97,41,89,62,6,67,5,24,9,76,76,87,67,17,4,32,87,11,69,92,22,99,31,33,48,57,92,55,54,5,57,82,62,77,73,99,93,58,95,68,11,1,70,59,18,95,81,16,87,56,68,13,93,33,95,55,72,83,37,44,68,71,30,98,76,43,11,30,18,87,38,2,57,7,56,55,57,73,6,55,76,1,27,60,72,87,50,80,55,39,14,49,17,28,52,16,17,26,67,26,12,96,70,33,5,60,65,89,66,47,65,86,97,40,8,97,68
98,39,83,38,33,0,85,3,5,47,53,24,84,100,43,50,55,32,68,70,65,72,3,16,5,60,76,32,30,14,69,98,10,26,57,91,43,26,50,4,26,20,13,5,29,71,58,12,66,56,20,71,16,36,48,34,6,32,77,22,100,76,21,23,83,32,14,20,12,15,4,66,21,1,47,66,91,7,78,8,48,10,51,24,83,52,48,2,52,9,51,86,57,80,37,86,30,37,18,23,24,32,74,45,98,26,37,100,5,85,24,76,99,98,24,69,17,46,16,8,21,49,61,51,54,7,45,19,73,20,41,82,90,50,50,42,72,76,25,58,37,66,60,60,8,94,13,37,66,26,57,3,86,64,57,54,24,64,90,83,89,76,87,44,86,24,4,78,51,41,91,28,81,58,9,90,18,33,53,100,98,68,80,56,59,49,27,95,25,86,55,78,72,83,32,25,75,14,77,58,36,75,87,30,71,14,100,58,7,44,70,22,77,84,90,37,91,16,81,36,85,71,60,90,78,35,4,65,60,24,59,98,99,35,87,65,61,59,88,74,17,88,22,25,95,20,38,91,80,91,32,68,89,41,99,96,45,94,77,81,12,11,63,72,35,14,67,44,80,29,73,12,17,40,10,39,19,88,72,37,69,25,57,6,3,36,47,76,8,87,18,88,48,93,84,96,13,28,61,52,81,82,58,41,32,95,18,44,34,21,88,62,77,31,36,76,21,77,14,11,71,42,66,98,89,65,87,31,57,87,6,25,94,92,93,86,24,86,11,46,92,17,50,95,67,74,55,9,40,75,21,23,33,6,42,48,26,98,30,44,12,14,54,54,34,39,56,38,47,79,65,22,73,92,60,61,76,20,50,8,61,5,80,29,19,2,64,10,50,39,75,18,63,44,64,88,99,5,27,26,21,21,61,55,56,20,76,55,60,63,17,33,17,35,26,67,93,25,20,81,21,16,26,78,77,22,27,5,34,4,52,92,48,38,35,63,73,4,86,90,42,44,97,14,90,58,16,24,86,87,88,2,64,93,4,75,73,56,23,61,84,10,11,88,46,73,76,94,60,40,27,40,16,70,47,16,43,19,75,75,52,43,64,69,32,92,80,1,16,35,1,62,53,86,60,20,19,80,27,50,78,21,11,95,39,84,91,10,94,87,88,61,90,31,30,31,66,79,19,95,58,18,53,46,22,90,17,93,7,78,71,81,75,13,9,31,10,86,20,80,19,60,59,6,75,19,51,92,85,9,99,71,66,92,27,24,41,49,77,88,48,73,35,27,70,46,36,5,48,60,38,58,70,2,15,9,67,100,79,36,76,81,72,47,58,19,78,98,50,26,13,13,92,44,34,60,19,98,85,5,64,26,26,18,11,88,91,24,33,32,46,66,29,97,82,33,99,44,61,82,42,80,26,84,1
98,25,25,56,68,85,0,81,91,71,55,23,54,94,82,70,48,43,61,89,78,34,79,2,7,100,94,47,30,36,92,13,25,83,65,79,30,75,83,90,4,8,29,57,19,67,56,77,49,45,50,17,76,53,82,24,51,100,36,48,5,78,58,3,100,43,89,38,88,100,86,20,96,54,84,30,87,41,2,70,80,73,3,78,20,47,19,60,94,62,98,19,36,77,47,83,86,85,66,96,96,16,18,28,50,78,6,64,98,76,44,26,2,2,91,37,14,59,23,80,35,39,72,18,76,94,87,50,94,66,23,83,27,70,54,41,76,49,72,44,36,8,36,25,28,66,39,33,53,41,67,11,46,100,93,52,67,64,56,77,36,61,32,93,12,96,76,43,23,25,78,2,32,48,62,83,30,71,60,71,8,100,65,32,41,59,21,17,42,100,32,49,60,37,98,65,77,55,30,60,10,76,81,100,88,48,47,11,27,15,3,2,65,64,64,78,67,3,31,78,17,59,86,94,35,71,48,3,14,81,80,23,76,92,80,78,34,63,58,19,31,42,64,65,31,24,56,33,7,77,58,82,44,63,48,18,36,87,62,51,36,43,83,27,81,1,4,75,2,38,69,95,79,94,36,32,68,42,82,30,62,71,99,63,94,68,74,41,72,8,41,24,19,27,11,36,63,84,12,21,10,68,73,47,11,55,61,59,54,29,98,75,15,30,34,2,3,1,77,50,83,27,24,74,100,32,53,45,1,38,35,77,64,13,60,15,17,1,72,48,75,52,55,37,9,88,69,89,20,34,19,64,12,36,82,15,91,58,35,45,76,41,71,65,98,37,70,90,57,32,27,1,19,27,21,83,64,4,77,59,12,30,37,2,67,21,39,28,63,37,98,15,41,76,23,5,49,8,51,40,62,1,42,86,35,5,17,56,35,87,2,25,94,44,20,100,43,36,45,73,100,46,33,55,66,58,17,3,82,90,76,74,57,49,94,21,19,13,2,71,18,99,67,59,29,46,42,20,33,30,91,18,54,54,71,99,76,57,100,49,53,4,44,8,74,66,29,24,93,98,43,57,61,100,98,11,16,97,20,69,99,64,81,6,55,60,26,68,26,11,70,86,36,7,35,38,31,25,64,67,18,67,12,96,27,39,19,94,85,79,17,30,69,76,42,38,47,1,46,27,51,15,25,83,91,77,70,96,17,83,36,39,27,5,35,36,96,50,22,45,76,21,7,71,85,56,2,98,63,54,82,33,74,54,47,67,66,27,84,28,11,75,40,59,48,94,53,65,100,98,37,16,89,22,72,64,81,58,46,83,9,47,86,70,1,53,46,94,56,17,53,69,49,9,92,23,71,69,38,56,59,7,11,93,36,56,87,53,41,90,92,18,48,46,76,88,9,79,17,1,29,70,45,53,61
54,79,68,86,2,3,81,0,4,68,96,75,56,2,88,61,8,7,33,35,98,48,1,35,23,49,15,62,89,26,88,87,81,29,85,53,95,93,66,56,85,51,11,23,56,10,66,17,79,50,33,33,16,22,74,44,23,77,4,98,3,10,46,19,41,100,48,83,21,76,77,69,25,40,61,16,70,48,87,27,9,9,27,47,38,51,29,70,99,84,11,38,84,100,93,68,13,55,49,51,73,8,63,40,60,82,45,65,52,25,6,16,99,49,1,73,76,64,53,40,37,83,51,36,56,6,34,6,81,88,88,98,75,27,41,71,74,24,45,42,27,8,30,67,15,81,95,64,8,11,73,75,53,20,70,21,89,65,61,19,55,75,43,33,77,53,11,1,39,51,58,66,20,39,3,62,13,41,53,31,39,9,58,56,20,75,22,23,32,33,89,34,19,28,81,82,38,40,67,57,72,64,16,80,17,97,38,96,8,58,48,60,55,32,92,36,59,35,12,25,90,43,58,5,59,5,58,78,78,45,16,33,53,77,10,69,30,52,38,31,32,45,75,12,27,48,95,47,42,78,27,31,6,8,61,5,67,60,78,40,70,6,32,95,53,44,78,14,83,34,96,42,89,90,28,91,40,65,44,38,49,71,50,93,1,44,22,36,24,34,44,72,76,41,1,88,11,63,33,23,1,57,49,84,89,23,61,47,19,42,88,73,47,88,91,35,98,82,50,43,92,60,13,76,1,59,23,96,21,15,30,30,63,18,49,49,37,92,44,66,40,59,13,30,65,84,30,22,48,72,47,46,94,30,2,52,49,32,79,50,71,35,52,32,97,88,66,70,66,82,50,70,80,33,2,55,42,15,90,9,31,55,71,22,24,10,75,76,92,25,76,29,69,53,61,51,16,24,97,99,38,14,68,98,89,15,79,62,79,37,45,34,83,29,35,56,64,74,2,75,29,99,64,100,78,41,26,63,34,76,53,59,6,31,14,55,13,87,100,25,51,97,80,81,12,97,32,14,29,1,58,64,14,33,67,86,37,54,49,77,22,24,4,14,18,53,56,37,97,28,63,18,2,98,93,38,73,15,26,80,93,40,17,36,96,30,77,2,89,60,28,94,45,54,51,48,69,32,30,24,34,36,33,68,71,52,50,80,52,80,86,73,59,76,29,97,76,1,93,34,43,19,97,36,83,37,32,91,22,76,24,10,97,91,92,79,38,77,20,78,60,67,52,7,38,81,11,84,62,99,12,13,47,39,8,58,21,65,49,40,87,47,58,43,99,51,17,64,35,41,20,59,28,24,12,76,54,59,71,53,8,8,75,2,30,86,67,9,62,51,100,58,78,77,39,42,37,10,38,63,64,16,1,11,41,89,54,93,85,43,25,85,26,82,84,63,92,41,90,99,97,97,81,11,63
25,10,37,35,29,5,91,4,0,9,99,28,33,21,20,82,51,40,43,84,99,1,95,99,6,10,42,62,20,21,40,89,8,23,22,49,48,24,88,79,95,81,79,75,12,43,8,86,3,60,26,53,38,51,100,53,3,70,34,96,29,58,96,73,81,30,67,45,18,24,49,3,3,94,23,62,8,17,14,20,23,75,59,13,5,100,42,37,99,91,52,28,2,93,96,47,100,31,83,36,65,82,17,20,67,53,10,38,61,26,69,62,50,55,48,99,96,92,26,63,97,8,21,11,53,72,9,42,23,56,49,15,3,34,28,5,15,4,67,38,98,97,81,34,33,18,28,32,97,42,25,68,66,26,26,37,60,8,75,22,32,60,4,74,46,16,85,62,18,98,7,16,33,44,2,83,83,81,28,68,15,90,45,5,29,13,22,50,37,92,26,24,48,67,99,4,21,21,71,99,20,8,66,2,39,63,46,25,95,36,26,61,10,76,41,50,7,39,6,53,74,40,62,3,63,65,11,72,38,13,29,34,9,38,91,40,10,54,96,9,64,26,22,48,31,90,70,100,40,56,72,80,75,77,65,18,82,99,51,31,50,95,57,61,60,24,91,19,97,10,52,80,6,50,2,4,98,82,64,81,57,39,24,32,30,20,25,53,38,26,13,7,4,78,8,95,99,4,85,95,9,22,94,93,69,87,96,29,33,89,75,33,62,66,48,21,67,99,81,36,8,16,23,46,57,53,1,7,26,4,48,100,50,3,64,3,13,45,56,1,22,10,69,54,85,66,21,34,2,60,3,96,17,49,78,62,70,71,61,89,81,42,3,37,72,19,9,33,52,49,54,5,42,4,47,29,32,4,2,20,84,78,100,65,11,59,48,94,1,7,21,14,59,96,59,87,97,20,23,30,54,26,91,65,21,71,31,22,8,97,81,6,96,28,89,31,12,81,99,94,8,3,27,8,95,69,60,82,7,44,26,30,35,53,81,75,98,67,49,13,12,52,98,41,76,26,92,59,80,6,48,2,31,7,26,72,9,41,29,49,44,39,87,22,79,6,93,76,18,9,96,64,76,55,56,66,79,77,32,69,31,22,23,12,52,2,36,7,74,100,62,21,81,99,10,57,24,83,6,100,2,14,39,71,47,76,33,33,2,5,95,49,87,6,60,12,40,69,62,45,17,16,48,24,1,84,12,29,71,100,45,69,100,11,76,65,85,52,88,38,89,85,39,31,59,14,1,24,30,4,91,19,96,25,52,27,33,47,25,83,34,75,86,95,61,69,69,53,76,40,87,60,53,27,78,41,48,14,86,73,2,24,48,81,35,74,10,22,63,23,73,26,19,95,21,20,7,51,35,58,74,52,59,31,32,57,81,16,70,11,71,35,88,39,78,37,48,49,29,100,77,81,59,27,68
28,79,54,22,28,47,71,68,9,0,15,66,47,33,36,95,16,45,31,37,93,100,64,59,35,36,66,76,56,81,30,59,9,1,34,52,11,69,100,31,18,32,17,14,18,41,95,90,20,65,10,8,57,69,31,31,6,78,11,67,21,1,40,36,95,65,29,73,14,58,29,23,37,79,2,70,8,97,48,87,85,36,16,84,20,16,24,79,41,94,66,21,78,17,55,12,94,48,66,6,56,66,77,61,37,17,93,82,28,91,8,76,71,39,80,75,42,38,60,65,52,99,53,91,11,39,45,11,87,41,13,38,53,24,19,60,62,44,71,69,67,63,59,17,83,99,75,99,57,82,8,79,15,22,26,11,12,20,80,70,50,63,13,96,58,62,69,25,62,95,76,45,77,30,99,89,95,24,3,92,94,58,6,95,8,86,1,98,75,86,69,25,3,92,1,97,14,46,9,88,12,45,74,74,36,46,26,62,50,40,15,70,52,67,98,43,23,78,86,70,97,76,26,27,86,67,94,40,18,50,84,30,32,81,23,19,59,99,72,44,31,98,7,81,16,69,58,95,56,72,6,59,13,49,10,7,63,12,84,54,27,59,20,87,100,63,23,70,36,40,66,28,38,15,1,19,21,61,53,91,95,87,14,29,66,56,30,49,92,29,88,78,35,95,15,66,51,20,48,68,81,96,7,24,57,51,54,68,19,68,28,21,7,9,55,11,91,6,98,65,60,28,61,53,23,3,52,33,75,86,33,10,23,13,82,88,13,22,27,16,80,43,60,93,94,65,82,23,39,79,89,7,78,6,96,50,63,45,79,54,97,8,96,15,50,34,15,90,46,47,75,42,4,94,42,8,78,91,77,59,6,84,26,66,92,99,75,72,22,37,55,78,3,58,14,72,25,37,57,29,12,92,48,68,27,2,73,11,65,1,26,69,6,81,68,78,87,19,84,13,21,65,29,74,14,59,48,32,5,80,70,11,73,90,76,47,90,67,56,56,83,4,49,77,40,56,22,65,58,18,83,4,38,99,59,99,56,82,60,53,43,26,78,48,57,44,99,78,66,11,71,15,77,84,70,37,22,9,56,79,22,91,77,7,64,66,3,42,37,69,22,82,74,69,35,29,75,96,24,35,56,73,73,55,44,90,52,22,43,16,64,36,69,12,64,95,70,99,95,87,41,26,48,32,97,41,45,93,22,83,20,6,59,40,98,39,38,81,4,77,33,24,45,73,11,10,64,100,45,90,44,33,77,25,55,43,89,43,84,60,6,48,28,62,7,84,58,49,70,94,100,63,64,13,26,98,86,68,32,34,4,22,7,5,84,23,5,87,100,88,78,5,91,39,80,73,93,14,3,35,84,46,75,51,71,23,12,78,79,17,21,50,50,10,14,6,1,29,87,15,68,2,80,83,67
