0,8,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,77,0,0,0,0,96,0,0
8,0,69,0,0,43,0,0,2,0,0,0,0,29,0,0,93,0,95,0,0,7,70,0,0
0,69,0,16,0,0,0,0,0,0,93,0,0,0,0,0,0,30,0,0,0,55,0,0,9
0,0,16,0,85,0,0,0,27,0,0,0,42,0,81,0,0,0,0,0,0,100,0,78,0
0,0,0,85,0,41,43,0,0,0,0,0,0,70,57,0,94,72,45,0,0,0,0,0,65
0,43,0,0,41,0,20,0,88,0,0,0,0,9,0,0,0,0,0,0,0,74,0,0,51
0,0,0,0,43,20,0,28,0,0,0,0,97,0,50,69,0,0,0,42,41,0,92,0,0
62,0,0,0,0,0,28,0,53,74,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,27,0,88,0,53,0,33,60,0,72,0,0,0,0,0,0,59,0,0,0,65,75
0,0,0,0,0,0,0,74,33,0,71,0,0,0,0,0,0,0,20,0,0,0,0,0,0
0,0,93,0,0,0,0,5,60,71,0,53,55,57,0,15,0,58,0,0,0,66,54,0,0
0,0,0,0,0,0,0,62,0,0,53,0,78,84,0,0,0,0,0,0,0,0,0,0,45
0,0,0,42,0,0,97,0,72,0,55,78,0,81,0,0,0,0,0,0,0,48,0,49,0
0,29,0,0,70,9,0,0,0,0,57,84,81,0,27,0,0,0,0,0,0,55,79,5,0
0,0,0,81,57,0,50,0,0,0,0,0,0,27,0,27,74,0,0,0,0,20,0,0,0
0,0,0,0,0,0,69,0,0,0,15,0,0,0,27,0,24,0,6,0,57,0,0,0,0
0,93,0,0,94,0,0,0,0,0,0,0,0,0,74,24,0,75,0,0,0,87,0,48,0
77,0,30,0,72,0,0,0,0,0,58,0,0,0,0,0,75,0,54,9,0,0,0,56,18
0,95,0,0,45,0,0,0,0,20,0,0,0,0,0,6,0,54,0,25,0,0,0,0,0
0,0,0,0,0,0,42,0,59,0,0,0,0,0,0,0,0,9,25,0,95,92,0,0,0
0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,57,0,0,0,95,0,21,0,0,0
0,7,55,100,0,74,0,0,0,0,66,0,48,55,20,0,87,0,0,92,21,0,83,0,59
96,70,0,0,0,0,92,0,0,0,54,0,0,79,0,0,0,0,0,0,0,83,0,6,0
0,0,0,78,0,0,0,0,65,0,0,0,49,5,0,0,48,56,0,0,0,0,6,0,27
0,0,9,0,65,51,0,0,75,0,0,45,0,0,0,0,0,18,0,0,0,59,0,27,0
