0,8,0,0,80,63,0,0,0,26,0,0,0,69,90,89,78,19,0,3,46,17,14,0,0,0,0,24,0,0,0,0,30,73,0,32,14,0,40,86,96,1,88,86,0,0,15,0,0,0,0,88,0,0,67,93,22,0,0,26,2,84,80,59,84,80,59,37,53,80,4,60,75,11,36,0,4,0,38,61,36,0,40,52,28,0,73,89,0,0,82,56,0,25,14,85,82,93,98,0,0,54,12,27,0,74,0,13,0,0,0,0,0,3,0,0,0,77,0,0,63,23,30,29,0
8,0,69,0,0,0,47,25,8,0,0,56,86,0,19,0,69,51,59,57,98,84,46,0,0,0,57,79,0,0,0,65,17,50,0,83,37,0,30,0,0,100,0,60,0,26,89,0,17,64,11,0,25,99,64,0,95,0,15,0,45,66,0,0,0,4,0,0,0,65,0,0,59,0,0,55,0,0,0,61,0,50,58,0,74,0,41,0,5,0,30,0,0,21,0,81,6,0,57,0,0,4,0,3,85,39,0,90,0,65,61,12,92,77,0,41,0,73,0,0,38,0,7,42,89
0,69,0,16,0,0,61,0,77,44,0,0,0,30,81,0,0,0,0,0,63,90,32,0,5,0,0,0,94,85,0,7,73,34,80,0,0,64,89,91,0,19,0,0,20,46,0,0,74,96,0,0,72,0,13,61,77,0,0,0,78,0,0,0,19,53,0,0,0,0,0,50,51,0,0,60,56,0,96,0,0,22,7,0,0,53,0,0,0,26,42,0,21,48,9,42,0,0,59,75,61,0,38,60,97,26,32,0,0,70,0,37,0,0,0,23,32,0,0,0,0,0,26,0,83
0,0,16,0,85,6,41,95,0,0,36,56,80,56,0,0,0,56,8,78,86,77,0,0,72,33,0,0,11,66,89,69,0,83,0,33,38,31,83,0,0,0,0,0,0,65,28,0,27,84,0,0,0,0,0,0,0,41,0,34,0,0,0,0,0,0,0,0,0,6,0,0,53,67,0,0,0,0,38,0,0,0,0,21,0,40,19,0,0,66,49,26,59,0,0,46,11,0,0,0,0,12,39,0,0,76,0,31,0,0,0,13,32,0,0,62,0,0,0,0,38,0,58,58,12
80,0,0,85,0,41,0,0,100,53,75,0,54,0,45,49,0,0,0,0,60,0,0,0,58,0,0,0,0,0,0,0,79,0,86,32,78,0,92,0,76,0,0,12,0,0,6,0,73,14,45,0,41,37,0,91,82,0,21,31,0,0,0,33,98,97,56,0,0,0,31,0,4,92,0,0,39,31,0,0,0,0,81,87,0,21,0,0,80,0,0,0,0,0,0,0,52,95,0,53,28,0,0,43,62,0,0,0,0,0,18,0,42,41,0,84,30,0,0,11,0,0,0,0,4
63,0,0,6,41,0,20,0,0,88,54,84,0,76,35,0,38,0,53,0,0,0,90,0,8,23,0,0,0,0,68,66,100,0,0,0,59,0,33,9,0,0,16,31,0,0,99,0,69,0,81,0,0,77,14,0,0,58,59,0,0,20,89,0,0,0,0,0,0,0,0,30,39,4,0,0,9,0,72,0,0,18,64,36,0,0,33,0,0,100,85,80,0,0,78,62,90,0,69,13,88,66,43,0,24,0,16,0,21,0,0,44,5,0,0,0,0,0,55,0,99,0,0,44,0
0,47,61,41,0,20,0,28,88,0,30,33,0,0,0,0,0,0,14,64,0,0,0,0,0,0,6,38,40,21,0,0,0,52,7,97,29,0,48,76,27,0,0,0,0,14,52,0,0,16,0,0,0,74,53,13,0,51,0,79,0,25,24,0,12,49,0,0,73,0,77,47,0,74,73,91,5,4,27,0,0,29,15,0,0,5,86,24,0,10,0,17,33,95,0,20,11,84,0,54,0,89,64,28,0,38,0,53,0,0,35,21,0,0,0,0,72,53,0,0,12,0,0,0,0
0,25,0,95,0,0,28,0,53,42,84,0,40,0,14,89,68,0,43,71,66,0,0,0,0,0,48,0,2,0,10,0,96,100,88,75,79,0,0,21,0,0,21,3,0,0,0,0,34,9,37,5,47,0,0,38,75,71,22,27,0,0,0,0,14,95,0,99,63,0,0,31,70,0,0,0,0,5,72,0,98,83,70,100,0,22,0,0,4,0,65,0,0,0,11,0,0,72,0,0,0,0,0,0,0,39,89,0,100,65,0,85,0,0,0,0,15,79,96,0,0,79,77,0,41
0,8,77,0,100,0,88,53,0,33,0,61,0,0,0,93,49,0,40,0,0,5,0,0,0,0,46,0,0,72,0,0,0,0,31,0,56,4,57,0,0,0,2,0,99,92,0,0,43,84,0,0,18,0,0,56,59,76,85,0,31,0,0,0,47,0,91,93,0,17,0,0,0,0,75,0,0,0,0,77,0,0,14,0,0,53,0,29,95,0,55,0,0,0,95,22,80,12,0,0,79,0,82,0,22,0,60,0,38,49,25,0,0,0,32,46,21,96,0,19,0,17,0,14,12
26,0,44,0,53,88,0,42,33,0,71,35,13,43,96,0,0,95,25,0,0,0,0,34,1,98,19,46,16,28,24,0,30,0,8,84,0,96,25,97,39,0,0,0,0,0,7,0,0,0,32,36,0,0,0,29,19,0,95,0,86,0,27,0,91,11,0,94,0,98,37,91,0,0,31,43,43,0,0,24,0,95,66,17,0,0,51,0,12,0,0,98,66,86,20,0,84,0,52,0,22,21,31,27,0,23,8,0,60,11,21,0,0,53,0,71,0,0,0,20,0,19,64,15,41
