0,85,79,0,77,0,99,3,0,8,92,35,0,0,24,47,3,65,72,31,0,0,13,0,98,0,50,0,86,0,0,25,0,20,0,72,0,0,0,0,87,44,82,56,97,0,61,0,73,96,0,0,66,59,10,0,70,82,0,0,0,0,0,76,0,0,0,0,69,0,0,0,0,77,37,72,80,58,49,0,0,0,0,0,1,0,0,46,70,73,0,0,59,40,0,0,62,80,33,0,17,0,0,31,0,0,0,0,0,44,44,37,99,79,92,73,60,12,64,0,40,0,0,0,0,0,25,26,0,15,0,0,60,39,84,0,0,0,66,98,51,75,0,73,0,0,48,29,0,83,88,0,80,0,63,51,37,0,0,22,19,0,0,0,0,29,100,16,0,27,0,74,0,75,0,0,17,64,0,13,0,3,6,45,0,66,0,0,0,0,0,31,18,0,77,72,0,26,57,0,4,84,49,19,29,0,0,0,0,39,0,27,54,0,85,3,75,25,22,0,0,11,0,61,0,42,33,6,0,53,93,46,0,75,99,0,0,0,0,0,0,30,0,39,35,0,57,0,6,40,0,0,28,0,0,0,2,0,0,21,0,0,0,0,0,0,0,71,76,89,46,0,20,32,2,0,50,29,0,0,43,0,0,72,0,0,84,0,85,16,0,0,0,17,0,0,0,0,100,43,0,28,0,0,0,51,0,0,0,29,0,45,61,0,43,0,6,10,0,24,44,0,18,0,0,64,0,13,91,67,0,0,0,0,10,94,14,0,88,0,51,47,0,0,0,22,85,0,0,0,35,0,0,0,20,21,0,0,6,0,88,1,0,0,0,12,5,0,41,51,0,0,27,0,0,22,49,0,0,0,0,0,40,0,29,7,27,12,0,0,39,10,43,0,24,83,21,39,52,0,0,0,0,0,26,0,0,21,7,0,0,0,0,4,0,0,47,0,11,0,70,50,0,0,13,0,0,33,1,0,0,0,43,0,0,47,80,94,88,95,0,0,44,0,0,56,0,57,0,11,0,37,0,49,0,0,1,0,94,0,39,79,0,84,63,0,0,0,78,0,96,97,0,94,69,21,0,25,44,62,0,71,9,29,0,96,38,65,0,0,6,87,0,3,0,0,46,0,75,52,0,0,0,46,0,0,57,9,63,0,44,98,68,33,15,0,0,0,24,0,1,58,40,0,0,0,0,48,57,82,19,0,84,0,0,78,8,85,75,0,0,57,63,36,22,30,17,16,77,96,88,0,0,0,0,0,0,0,0,0,0,62,83,0,63,0,9,56,25,97,0,25,0,95,0,0,0,89,85,20,56,0,0,0,0,36,27,0,41,0,22,44,0,64,13,35,67,54,52,0,64,0,99,0,0,0,40,0,0,0,0,0,85,38,53,83,0,0,0,100,0,29,0,85,63
85,0,61,39,98,0,40,76,84,82,0,0,0,94,42,93,53,60,0,0,96,0,0,38,0,0,0,67,9,81,0,0,0,19,79,86,0,69,29,0,0,0,10,0,18,56,69,0,0,87,0,0,0,81,14,53,0,0,70,0,0,10,8,54,0,0,92,0,0,94,0,42,26,71,0,0,0,42,0,4,44,0,48,0,0,0,0,0,67,42,22,30,0,0,51,7,43,12,47,66,0,0,89,97,16,0,0,0,0,0,0,49,97,49,0,81,0,0,0,5,0,0,0,0,27,0,87,81,78,15,0,0,76,0,96,0,32,29,70,0,0,0,0,0,0,81,0,0,0,0,0,0,10,0,75,9,0,59,0,37,88,0,0,0,38,0,54,0,8,44,40,0,0,20,0,6,79,0,37,0,70,0,0,92,0,57,0,46,74,22,34,41,0,0,0,23,0,0,81,5,22,0,0,0,0,0,0,94,0,25,0,0,0,29,0,97,0,48,0,0,65,0,79,0,0,80,60,9,0,86,0,14,0,0,82,84,71,98,18,0,14,94,0,69,0,0,0,0,26,18,50,0,0,69,0,21,90,83,0,97,32,0,51,0,22,67,52,78,0,0,0,29,0,0,50,26,73,91,24,0,0,0,0,20,79,61,0,54,3,0,0,48,83,0,65,5,0,32,7,32,0,63,0,0,0,0,0,73,0,86,34,0,0,73,0,0,32,0,0,72,3,0,93,58,1,12,62,41,0,0,3,20,0,0,87,57,75,0,23,0,78,0,0,0,90,47,0,0,0,0,0,0,5,68,0,0,22,0,29,66,85,57,76,75,78,23,0,47,0,35,0,14,1,0,54,98,94,0,0,0,0,10,29,0,61,0,42,0,0,10,0,43,52,0,42,98,0,98,88,50,91,69,1,82,0,0,0,68,0,6,0,0,0,80,0,0,0,92,0,38,0,26,85,74,53,0,16,85,93,0,21,0,0,0,53,76,19,95,12,63,48,39,100,58,86,0,0,83,56,87,0,0,75,36,0,0,76,74,58,0,0,0,43,0,53,82,0,0,54,29,0,13,27,38,97,8,89,8,31,0,100,0,100,0,0,17,0,0,0,79,20,0,0,38,46,0,0,8,69,0,64,35,36,0,0,0,78,0,93,0,39,8,0,0,36,41,0,31,0,85,0,17,0,16,0,35,65,99,14,93,0,18,0,0,94,6,0,0,0,0,0,3,0,0,76,0,47,25,100,0,16,0,0,3,0,0,0,0,81,0,0,0,0,0,0,0,0,69,0,84,50,31,0,28,15,56,50,0,71,0,0,82,44,0,0,63,0,0,0,0,0,20,0,0,76,14,20,26,0,85,17,77,0,0,0,57,0,0,24,19,42,61,53,0,4,0,0,54,0,0,61,70,90,0,0
79,61,0,43,0,0,22,19,0,62,0,20,84,0,53,0,74,0,0,0,79,51,0,22,96,22,0,75,0,2,11,48,0,23,0,95,0,98,78,45,0,0,0,0,0,99,0,43,0,0,0,93,88,21,0,0,0,10,0,0,0,0,39,61,24,0,0,71,0,36,24,90,0,0,91,61,0,0,62,0,0,32,1,0,0,0,0,22,0,92,75,0,33,0,80,0,0,0,95,0,0,0,0,49,0,0,0,0,0,91,65,0,0,0,63,66,0,35,73,0,90,0,54,4,0,0,92,0,92,0,0,50,22,0,92,0,0,0,27,96,21,98,69,99,61,0,92,0,0,87,56,0,54,0,0,0,0,0,34,0,34,15,71,0,48,0,0,0,42,42,0,69,70,0,87,45,20,0,90,0,27,0,0,61,0,96,59,0,6,0,0,0,0,0,42,29,0,0,0,0,28,21,0,21,0,86,26,39,43,89,62,15,33,75,0,0,34,96,76,0,0,0,9,95,0,0,83,0,91,0,26,0,26,0,6,0,0,0,89,85,2,4,9,0,0,41,0,0,0,72,76,26,0,0,0,0,26,27,0,32,82,0,93,0,20,66,68,0,9,73,0,81,1,0,0,95,74,13,0,0,31,25,0,71,0,0,0,67,61,46,0,18,0,1,0,0,0,0,0,0,0,6,0,0,48,0,1,2,82,0,0,0,24,0,18,0,32,93,0,91,26,60,0,36,73,93,0,70,0,5,0,10,28,66,0,29,0,40,69,69,44,32,34,0,0,0,13,0,0,43,0,0,88,2,0,0,0,28,94,100,1,0,4,0,0,72,0,0,0,98,0,16,0,88,0,22,20,14,0,0,0,0,0,0,0,69,0,32,3,0,46,91,0,100,100,94,0,2,46,52,0,0,94,39,33,83,93,0,0,0,0,6,0,35,21,0,25,47,6,0,35,0,86,83,47,70,0,0,72,29,88,89,7,21,36,51,0,40,0,0,76,12,2,0,75,0,91,42,52,0,15,24,0,52,0,37,44,45,0,7,0,79,58,0,0,7,0,95,90,68,0,0,2,0,82,0,0,49,0,99,31,0,18,67,30,14,87,15,0,20,30,70,35,0,0,64,7,16,0,87,0,0,0,0,14,0,0,92,20,0,0,61,0,0,0,0,97,86,0,0,0,0,1,0,54,0,0,0,0,77,0,0,4,34,11,52,0,0,58,91,69,97,15,53,0,0,0,53,83,64,62,0,84,0,26,96,0,71,80,1,0,69,95,15,35,48,0,0,0,21,3,81,0,17,78,0,0,51,3,88,60,0,88,63,3,12,100,0,0,0,92,42,0,8,0,98,0,26,0,25,0,0,0,93,83,15,0,0,94,100,0,0,0,0,0,0,5,35,64,76,0,0,49,0,0
0,39,43,0,88,54,0,0,98,0,43,0,0,14,0,0,92,15,0,55,0,21,0,29,88,92,100,0,0,0,2,0,100,51,10,63,36,73,0,0,0,58,68,0,0,0,63,0,0,41,12,0,0,0,0,60,36,0,0,73,0,65,0,0,94,0,59,0,0,14,3,13,43,65,0,0,38,0,56,37,87,21,44,57,85,0,0,11,10,41,31,0,0,0,0,0,0,71,0,13,45,38,0,0,0,15,8,0,46,15,0,0,22,0,73,0,0,0,0,59,0,6,31,63,60,0,69,69,98,4,0,52,0,0,84,31,13,15,0,0,0,0,0,47,0,31,0,24,59,30,50,0,0,68,35,0,0,0,0,80,0,85,0,0,0,0,0,64,72,0,81,19,0,12,71,0,0,69,0,62,79,83,0,0,88,0,0,34,4,0,28,31,65,20,0,91,44,69,50,53,60,51,0,69,0,13,0,48,22,0,0,0,11,26,78,32,0,38,83,0,0,27,61,0,0,56,0,0,0,26,0,0,0,53,94,0,0,66,45,1,0,1,0,0,14,81,0,0,10,59,0,38,12,85,98,0,65,97,60,2,0,82,0,6,30,70,34,67,0,95,0,0,0,24,24,4,0,0,0,0,0,86,15,0,0,64,0,65,63,23,42,0,98,0,0,2,0,0,3,0,0,0,31,75,84,19,0,0,0,0,0,27,0,0,33,99,0,0,38,15,93,0,86,96,0,0,36,73,0,0,23,37,0,99,0,97,0,0,0,29,0,0,14,0,0,86,61,0,41,0,0,0,57,0,13,0,0,74,0,0,0,0,0,0,84,54,0,0,0,0,0,0,18,8,0,0,0,0,0,92,0,0,0,0,0,40,95,24,0,40,0,29,0,34,39,14,0,0,100,19,61,0,0,84,0,16,0,100,0,0,0,0,0,9,0,8,55,0,8,70,6,0,69,0,43,92,0,8,0,68,0,78,37,0,0,3,0,49,0,0,0,0,0,68,0,64,0,0,91,0,0,0,0,93,0,94,0,0,42,92,94,0,0,0,51,99,66,0,6,0,0,93,0,27,0,95,0,69,85,17,1,26,0,19,75,46,0,93,93,31,0,0,0,0,0,77,0,41,19,0,8,95,8,40,0,24,0,91,25,0,0,41,61,0,0,0,50,76,94,42,0,8,55,0,16,30,14,94,56,42,75,0,68,63,0,26,8,64,36,40,100,65,42,0,80,0,0,0,53,0,0,0,0,47,15,73,0,64,0,96,0,0,0,0,33,91,81,0,0,0,0,0,0,53,3,38,40,98,0,0,0,0,0,15,100,0,55,0,0,52,79,0,0,99,85,0,0,93,0,0,0,24,0,0,0,0,40,0,48,0,0,0,14,0,0,41,84,93,0,0,0,0,0,0,23
77,98,0,88,0,89,0,0,95,0,99,0,32,14,24,0,88,23,0,28,60,43,58,79,26,0,54,7,0,11,0,0,0,0,0,84,0,18,0,99,0,0,42,0,1,22,28,0,79,0,7,0,0,0,49,5,27,57,0,15,14,59,43,0,25,21,0,85,0,0,31,0,0,14,0,36,17,89,0,83,0,17,48,63,7,13,0,74,0,0,0,38,30,0,32,0,0,86,32,71,0,29,0,45,26,0,39,29,0,0,0,42,0,99,54,0,79,50,70,90,0,0,0,3,4,94,0,0,83,0,100,78,0,39,81,30,0,5,27,2,76,90,0,0,0,5,86,0,0,48,63,0,57,0,0,0,38,0,57,99,80,70,87,17,86,87,43,11,20,86,0,0,62,0,70,49,31,0,0,82,84,17,23,7,84,38,82,92,0,57,96,0,0,77,0,85,17,0,66,92,14,0,67,0,98,86,3,100,0,0,77,64,0,0,0,0,36,35,55,19,0,0,0,0,0,12,0,0,1,0,0,59,44,0,18,49,0,0,33,0,0,0,61,49,0,29,41,9,92,76,8,0,4,0,0,0,40,0,0,72,0,81,37,26,19,0,0,0,0,0,0,69,0,30,0,7,0,0,5,0,70,0,0,92,0,3,87,58,0,49,0,0,0,0,0,0,0,0,3,9,52,0,70,18,14,0,0,19,67,0,93,79,49,0,57,0,20,92,0,0,42,96,47,0,30,6,0,28,77,5,0,82,0,90,0,0,75,0,84,95,0,8,0,21,80,56,100,76,7,0,0,0,84,24,98,22,0,0,0,68,95,23,11,4,39,59,0,31,0,0,0,87,0,0,0,0,71,23,0,0,36,0,20,80,63,76,0,0,4,76,5,0,0,0,0,0,14,0,4,18,21,51,90,19,0,82,78,0,0,44,0,60,64,32,0,0,27,64,48,77,0,97,0,0,0,0,40,12,0,0,0,0,75,28,9,0,30,0,0,42,0,6,0,0,0,0,0,0,49,100,48,70,76,21,77,8,13,4,44,25,0,44,98,89,0,69,0,0,77,11,47,27,0,26,0,0,63,0,0,57,57,42,0,63,0,0,0,0,65,0,14,0,0,0,93,81,0,0,23,35,77,0,7,0,13,0,0,33,82,0,66,97,0,0,24,43,2,0,56,0,0,0,73,88,88,4,7,0,0,91,57,0,0,0,0,14,0,76,0,0,0,0,18,0,66,40,38,0,0,71,85,41,96,0,1,82,44,0,50,0,0,45,85,0,0,31,91,0,0,53,89,0,0,54,0,0,58,0,11,38,58,84,0,0,65,84,6,0,0,0,0,48,0,36,67,59,0,48,0,0,0,58,0,13,0,8,0,99,0,32,5,0,1,3,63,0,79,0,63,0,0,0,98,0,14
0,0,0,54,89,0,18,22,0,0,51,0,0,0,31,0,0,23,17,0,0,0,0,0,63,0,52,6,0,0,45,99,0,32,95,0,0,0,1,84,31,0,0,25,0,7,0,0,19,0,35,0,0,0,24,73,56,0,0,18,0,31,0,70,0,0,0,16,0,0,13,37,0,27,0,0,0,56,0,0,0,0,90,0,0,0,60,0,72,84,0,25,0,42,50,98,7,31,0,0,68,78,0,80,0,100,0,0,62,40,17,0,39,0,75,74,85,0,63,0,89,0,0,0,96,81,38,29,63,0,84,70,27,0,57,20,0,96,0,0,0,18,0,0,86,0,53,63,17,0,39,83,0,21,0,58,0,0,0,0,0,64,74,87,15,4,0,0,16,31,0,0,0,19,100,0,85,63,0,0,11,0,0,81,16,0,0,48,0,74,0,88,55,0,0,69,49,0,0,96,91,0,69,0,0,40,9,42,0,1,60,22,0,0,3,0,0,0,0,90,82,76,84,0,43,0,0,31,59,0,91,49,88,23,11,46,0,1,34,0,95,0,0,33,16,38,63,49,0,0,0,0,0,52,79,0,35,0,50,0,0,0,0,98,7,76,0,0,81,63,2,30,0,0,0,19,87,76,83,0,0,0,0,38,65,0,28,0,0,95,0,26,97,22,0,0,0,0,0,0,0,0,0,0,66,51,19,56,50,40,77,31,0,0,33,0,0,0,69,0,18,53,0,48,0,0,0,21,0,0,32,0,85,0,0,63,0,60,0,28,90,29,0,0,74,87,85,0,26,13,28,61,0,3,84,43,86,90,0,99,80,45,61,0,0,0,26,41,7,19,9,0,56,0,0,29,4,0,62,55,0,0,0,6,64,12,74,36,12,0,0,0,42,41,0,82,0,0,0,0,0,0,0,0,28,81,7,58,15,0,84,0,99,0,0,0,79,0,0,0,0,0,0,0,48,0,0,32,85,0,36,0,40,47,82,96,0,45,0,0,95,0,32,94,54,3,13,3,69,0,0,0,47,78,66,81,0,0,0,0,0,30,91,0,0,0,65,57,0,64,0,57,0,0,9,0,0,17,75,0,70,0,81,0,36,0,91,18,4,86,0,0,0,0,66,85,0,53,78,0,0,0,0,0,34,14,53,29,0,0,56,0,0,13,0,0,3,0,0,0,0,0,63,89,57,94,48,50,0,90,38,0,0,0,10,0,16,0,66,0,81,0,0,83,86,77,0,0,28,27,0,4,0,0,0,18,59,0,50,20,0,0,0,60,0,63,0,0,1,0,24,0,19,29,0,0,0,67,85,81,21,0,0,68,0,0,0,39,0,14,90,0,0,0,80,0,0,22,70,0,0,61,0,50,0,65,44,30,31,0,0,0,5,0,24,46,41,0,42,43,0,47,45,0,0
99,40,22,0,0,18,0,65,0,91,0,0,41,0,0,53,89,8,87,99,0,0,0,100,0,27,0,0,0,0,66,61,0,0,14,0,30,0,0,0,16,0,94,82,0,2,0,53,75,0,85,68,65,0,0,0,0,0,98,46,4,0,82,0,0,0,44,0,37,82,17,68,0,0,15,0,15,73,0,0,0,0,0,0,74,0,2,0,0,19,70,73,0,11,84,43,0,40,0,0,0,0,0,0,0,0,95,0,0,80,0,0,0,13,0,16,0,0,22,0,0,41,62,0,82,29,0,17,0,0,37,90,0,0,90,71,0,26,8,28,0,32,0,0,72,0,0,0,3,0,0,65,0,22,63,0,0,0,37,15,0,0,90,51,3,67,0,0,67,77,0,40,17,0,0,0,17,51,0,100,0,0,0,0,0,0,75,65,0,0,97,33,0,0,0,0,0,0,47,44,59,9,61,0,41,26,0,0,9,97,27,45,95,4,0,0,0,60,33,58,0,86,12,0,0,67,0,65,7,0,66,0,28,0,72,53,0,0,75,0,0,0,53,0,0,0,53,0,29,0,37,0,100,0,33,0,38,0,84,0,0,46,0,100,0,0,0,0,0,0,17,0,17,0,0,56,0,78,0,0,0,0,0,0,75,73,52,0,56,0,54,79,0,89,0,83,64,0,64,0,86,42,83,17,42,0,91,63,0,0,8,7,0,0,11,0,0,0,24,33,60,87,0,0,44,35,0,0,0,43,42,98,12,49,0,0,47,0,0,0,0,2,0,0,64,0,0,90,84,0,0,0,0,0,0,42,13,0,83,61,74,86,0,0,9,51,0,97,90,0,92,94,48,59,26,0,41,0,81,0,0,0,96,53,8,8,0,0,0,15,30,3,0,40,28,0,90,0,51,69,0,0,38,0,0,46,31,4,0,20,0,42,0,0,0,31,14,13,0,21,15,29,98,88,0,0,0,0,0,61,21,0,78,0,0,19,0,0,88,14,92,64,0,0,31,0,0,60,0,0,96,0,68,30,0,71,32,0,0,0,0,41,0,0,0,0,38,69,81,0,0,0,28,52,0,0,76,0,0,0,0,52,67,35,76,55,0,69,64,73,99,0,0,0,0,65,0,82,0,88,50,0,15,0,0,40,0,19,0,0,0,0,74,0,37,93,0,0,0,0,24,0,0,0,34,77,0,53,0,58,0,28,69,28,0,0,0,0,66,79,0,69,0,45,0,1,0,0,0,11,68,13,0,56,59,23,36,49,0,0,32,69,77,0,0,95,0,98,56,0,0,64,0,50,24,0,0,0,0,0,89,19,0,88,0,84,67,25,23,25,0,0,93,76,63,51,0,65,0,39,0,0,0,0,52,86,76,81,0,1,0,9,7,90,0,0,1,0,0,37,7,0,0,27,28
3,76,19,0,0,22,65,0,35,95,16,0,0,80,0,61,40,0,80,0,0,33,78,12,0,42,0,0,93,0,48,33,17,2,0,0,98,0,0,44,76,13,65,93,0,0,96,0,0,28,0,0,0,82,73,87,41,51,0,0,0,33,0,83,29,0,0,84,75,0,0,0,0,0,0,24,0,0,10,0,0,46,0,0,0,0,68,71,36,0,86,0,0,0,85,73,50,64,73,0,60,0,0,0,0,63,48,0,0,0,4,0,51,0,47,2,0,0,92,76,0,13,0,0,0,87,5,47,0,23,20,94,0,0,68,0,99,75,0,31,58,0,0,0,57,97,66,88,32,0,34,31,62,0,0,39,52,0,55,69,0,25,0,0,0,31,0,28,0,32,0,22,17,4,0,82,0,76,59,0,11,0,0,0,72,11,0,27,0,0,81,0,80,26,89,0,73,0,0,0,2,0,63,0,0,0,0,0,84,57,0,38,0,47,0,0,0,0,0,0,0,100,57,40,0,52,52,42,0,4,19,0,95,84,41,0,60,69,42,45,42,17,0,1,52,57,0,0,59,21,82,0,29,40,0,1,98,77,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,93,0,67,0,26,50,0,0,0,0,0,0,0,47,0,59,95,2,0,5,0,41,0,0,15,98,21,0,0,99,0,47,74,59,61,0,0,0,15,64,21,0,0,0,0,0,0,96,80,0,5,0,58,0,39,0,0,56,0,0,0,0,55,0,43,29,0,0,72,0,0,82,0,50,0,0,73,0,74,0,86,50,67,0,24,95,0,0,26,79,42,0,45,87,0,0,93,0,0,0,41,0,55,78,99,0,58,19,2,26,60,70,27,0,0,32,88,15,0,11,0,0,98,0,21,0,89,0,2,0,0,0,0,0,0,68,0,59,0,0,47,57,0,74,0,0,0,0,59,0,0,58,0,14,0,0,18,77,97,0,0,0,0,83,95,54,76,85,60,0,0,59,89,0,48,27,0,0,0,0,83,50,0,0,0,0,64,0,0,0,81,0,0,39,0,0,41,0,41,32,13,0,0,44,65,56,0,0,0,0,2,76,93,76,0,0,0,0,0,18,0,0,0,0,0,0,58,0,0,0,0,45,18,0,48,93,0,7,39,0,67,19,0,0,69,5,63,61,29,66,58,0,15,26,0,20,31,86,0,0,0,57,0,79,23,0,54,0,0,3,0,0,0,48,0,62,2,0,0,0,63,0,49,0,0,4,0,0,42,0,92,15,10,27,81,0,65,57,8,97,0,0,25,0,0,99,0,13,16,24,0,4,21,0,22,0,15,0,0,0,63,63,0,72,0,0,0,0,85,84,72,22,0,18,0,33,95,0,31,8,97,16,29,0,82,0,0,93,85,44,0,98
0,84,0,98,95,0,0,35,0,57,0,0,29,93,80,0,0,28,0,0,82,15,58,0,0,0,47,90,43,0,0,0,0,61,0,27,0,30,10,74,0,43,59,0,69,84,77,0,0,92,29,52,22,33,35,44,0,0,0,0,0,0,0,33,0,90,16,0,0,0,0,83,4,15,92,0,0,0,0,0,0,93,0,0,9,0,40,72,0,0,84,12,84,0,0,80,93,71,0,80,0,0,60,0,72,47,0,24,0,0,36,91,0,0,38,30,91,97,0,72,0,0,0,0,65,0,0,13,0,48,25,14,74,53,0,67,0,0,86,0,67,37,0,71,77,0,0,46,38,0,0,49,47,0,92,0,43,0,0,96,0,97,0,0,0,0,0,38,0,0,70,0,96,0,17,88,0,66,0,96,2,91,82,14,0,0,30,0,0,0,0,6,0,41,0,98,77,99,0,90,3,0,0,0,50,0,43,54,0,0,0,0,0,0,15,10,98,0,46,0,8,0,0,89,18,61,88,0,19,5,0,67,0,0,0,0,0,0,71,0,0,51,16,0,0,0,3,78,19,0,0,90,60,0,0,36,40,0,1,6,29,77,68,57,86,100,0,64,0,23,0,0,74,77,97,0,0,0,10,98,0,83,0,0,0,21,0,64,0,0,87,84,0,65,90,60,28,59,0,16,0,0,58,68,0,39,73,0,0,98,35,37,0,0,0,27,0,38,94,0,96,0,80,3,49,74,0,81,0,33,0,0,0,100,48,11,95,69,63,0,39,73,0,95,1,89,36,0,0,0,0,0,0,0,16,0,56,95,0,0,0,0,65,1,5,0,0,4,37,60,47,98,0,58,0,0,51,0,0,0,0,0,67,0,0,0,0,0,21,32,8,52,0,0,0,92,0,32,59,40,69,81,3,46,7,0,0,64,64,14,58,0,0,81,0,0,0,0,0,84,95,96,0,95,70,0,73,62,0,0,0,0,0,0,34,19,96,0,35,86,57,0,55,60,0,54,0,0,43,13,78,0,39,0,63,0,0,0,0,0,75,34,2,0,0,0,30,0,26,39,0,0,0,0,0,60,0,90,46,0,67,90,0,5,7,0,0,0,0,28,0,89,0,0,93,83,55,0,23,0,8,0,72,28,73,19,0,25,75,0,0,0,0,0,0,0,0,0,0,66,0,0,85,0,0,12,58,0,0,84,80,0,95,0,0,0,3,0,30,82,66,55,68,0,68,0,37,53,0,40,0,2,96,97,0,0,87,49,86,0,0,20,0,0,0,91,38,97,77,10,85,27,0,54,0,57,0,9,0,0,76,13,89,11,83,46,35,0,0,0,0,47,83,0,0,0,20,55,0,0,0,0,0,37,0,9,37,0,0,74,0,73,0,0,73,87,61,65,59,0,0,54,89,16,0
8,82,62,0,0,0,91,95,57,0,100,0,7,39,0,69,0,0,0,75,100,70,0,0,0,11,64,57,93,92,90,12,76,0,2,89,0,38,0,97,45,25,0,0,99,6,45,21,11,0,0,5,58,0,48,0,90,0,0,50,21,0,0,39,0,0,26,69,88,64,0,37,0,0,52,7,0,0,0,82,0,0,0,47,81,26,0,89,39,42,0,0,80,56,0,1,0,0,0,0,0,5,37,59,0,26,77,0,0,0,89,25,0,31,61,0,22,93,0,85,34,0,0,0,91,80,98,68,0,79,69,0,20,0,90,37,76,17,43,0,0,30,0,0,47,0,63,0,90,0,36,0,97,0,0,13,0,0,0,30,0,0,0,93,0,30,32,18,89,37,0,0,35,27,72,0,0,99,28,38,49,0,0,0,0,0,36,89,0,44,0,31,21,32,28,2,79,79,0,0,35,0,4,0,15,0,0,0,0,16,0,4,0,71,0,0,6,0,13,0,0,33,96,33,82,15,0,0,92,26,47,84,80,0,0,0,0,14,39,0,0,82,76,99,0,75,0,0,62,0,8,33,0,36,33,0,0,0,45,47,0,91,30,0,0,0,37,0,0,35,47,0,29,0,19,0,0,19,0,0,0,44,0,0,0,84,47,0,76,0,91,49,14,88,23,0,27,17,0,82,80,36,0,0,18,0,59,0,0,82,0,10,0,0,21,0,0,0,0,0,8,0,54,0,55,0,0,8,0,47,0,53,0,61,80,82,0,50,0,40,24,0,0,0,17,67,60,0,62,69,3,0,68,9,0,11,0,0,0,4,0,0,0,0,69,0,12,5,53,92,98,17,0,0,0,0,23,0,24,65,40,94,58,42,74,0,44,0,36,61,0,0,46,0,61,10,35,36,0,0,0,27,83,38,0,0,0,67,0,0,0,41,84,0,24,48,0,0,29,51,38,96,65,94,0,26,0,0,0,0,92,0,12,0,0,0,37,0,0,13,76,98,35,61,93,0,0,0,31,0,36,22,11,56,0,0,8,0,0,39,76,0,45,0,42,98,60,0,0,10,0,0,47,0,40,80,65,84,65,73,34,0,0,3,0,54,86,0,66,19,0,42,0,69,12,0,81,30,0,99,0,10,70,78,21,0,42,0,88,8,0,63,93,64,0,30,0,94,37,16,7,0,97,0,0,0,0,0,12,31,0,59,0,100,24,5,0,0,0,90,13,0,66,28,0,23,93,0,3,0,22,0,16,30,48,0,62,0,13,59,39,0,80,80,47,0,68,0,100,0,0,27,68,81,0,77,0,0,92,84,19,0,0,0,18,0,0,47,11,53,0,0,75,41,35,19,0,77,72,0,0,0,52,91,50,2,17,91,12,0,10,80,0,2,0,0,62,0,0,92,70,0,0,0,0
