0,8,0,0,80,93,0,62,28,0,0,88,79,21,83,23,0,77,43,0,0,24,96,42,3
8,0,69,27,100,43,6,83,2,74,83,0,0,29,0,43,93,71,95,12,9,7,70,60,30
0,69,0,16,0,99,77,31,0,0,93,46,77,0,26,0,0,30,37,24,3,55,73,0,9
0,27,16,0,85,0,0,50,27,88,0,0,42,79,81,58,34,44,47,67,65,100,0,78,99
80,100,0,85,0,41,43,94,83,29,55,34,1,70,57,96,94,72,45,5,30,14,28,96,65
93,43,99,0,41,0,20,0,88,0,25,80,87,9,44,85,0,52,71,44,9,74,17,46,51
0,6,77,0,43,20,0,28,60,16,35,0,97,0,50,69,36,70,49,42,41,98,92,74,81
62,83,31,50,94,0,28,0,53,74,5,62,3,15,4,89,0,0,0,27,0,86,0,20,2
28,2,0,27,83,88,60,53,0,33,60,74,72,83,97,0,0,0,86,59,96,0,70,65,75
0,74,0,88,29,0,16,74,33,0,71,81,32,0,7,49,74,92,20,9,0,0,0,40,40
0,83,93,0,55,25,35,5,60,71,0,53,55,57,93,15,0,58,0,38,37,66,54,0,29
88,0,46,0,34,80,0,62,74,81,53,0,78,84,0,22,0,64,8,80,97,59,0,60,45
79,0,77,42,1,87,97,3,72,32,55,78,0,81,70,18,42,0,9,96,69,48,80,49,0
21,29,0,79,70,9,0,15,83,0,57,84,81,0,27,0,46,53,71,21,0,55,79,5,60
83,0,26,81,57,44,50,4,97,7,93,0,70,27,0,27,74,36,0,0,0,20,72,0,0
23,43,0,58,96,85,69,89,0,49,15,22,18,0,27,0,24,0,6,66,57,44,95,51,0
0,93,0,34,94,0,36,0,0,74,0,0,42,46,74,24,0,75,0,0,0,87,57,48,71
77,71,30,44,72,52,70,0,0,92,58,64,0,53,36,0,75,0,54,9,18,0,0,56,18
43,95,37,47,45,71,49,0,86,20,0,8,9,71,0,6,0,54,0,25,0,0,33,0,23
0,12,24,67,5,44,42,27,59,9,38,80,96,21,0,66,0,9,25,0,95,92,0,31,2
0,9,3,65,30,9,41,0,96,0,37,97,69,0,0,57,0,18,0,95,0,21,0,26,13
24,7,55,100,14,74,98,86,0,0,66,59,48,55,20,44,87,0,0,92,21,0,83,0,59
96,70,73,0,28,17,92,0,70,0,54,0,80,79,72,95,57,0,33,0,0,83,0,6,77
42,60,0,78,96,46,74,20,65,40,0,60,49,5,0,51,48,56,0,31,26,0,6,0,27
3,30,9,99,65,51,81,2,75,40,29,45,0,60,0,0,71,18,23,2,13,59,77,27,0
