0,8,0,0,80,63,20,85,37,26,0,45,71,69,90,89,78,19,21,3,46,17,14,0,0,0,0,24,0,36,0,0,30,73,0,32,14,32,40,86,96,1,88,86,0,62,15,0,0,0,28,88,0,0,67,93,22,0,76,26,2,84,80,59,84,80,59,37,53,80,4,60,75,11,36,11,4,11,38,61,36,0,40,52,28,0,73,89,94,0,82,56,0,25,14,85,82,93,98,69,91,54,12,27,0,74,13,13,0,32,0,0,51,3,0,34,25,77,19,63,63,23,30,29,41
8,0,69,94,0,31,47,25,8,0,57,56,86,0,19,0,69,51,59,57,98,84,46,0,0,0,57,79,0,18,69,65,17,50,99,83,37,0,30,0,0,100,10,60,0,26,89,82,17,64,11,0,25,99,64,0,95,37,15,82,45,66,0,0,0,4,78,29,96,65,37,0,59,65,0,55,0,20,42,61,97,50,58,0,74,2,41,0,5,0,30,18,0,21,0,81,6,81,57,0,0,4,0,3,85,39,80,90,21,65,61,12,92,77,0,41,53,73,0,0,38,40,7,42,89
0,69,0,16,70,0,61,0,77,44,0,0,38,30,81,0,95,0,44,30,63,90,32,0,5,0,24,63,94,85,0,7,73,34,80,76,1,64,89,91,0,19,70,0,20,46,0,0,74,96,4,0,72,76,13,61,77,90,0,0,78,54,0,0,19,53,0,75,66,0,0,50,51,0,40,60,56,79,96,0,52,22,7,31,0,53,49,0,0,26,42,0,21,48,9,42,63,0,59,75,61,74,38,60,97,26,32,0,96,70,0,37,0,34,0,23,32,94,0,79,0,0,26,0,83
0,94,16,0,85,6,41,95,0,0,36,56,80,56,0,38,90,56,8,78,86,77,59,0,72,33,62,69,11,66,89,69,77,83,0,33,38,31,83,44,48,13,0,0,94,65,28,0,27,84,0,0,0,4,56,45,0,41,0,34,91,0,52,0,18,24,0,0,27,6,0,0,53,67,0,0,0,8,38,16,61,0,29,21,0,40,19,0,0,66,49,26,59,95,40,46,11,0,29,0,71,12,39,92,82,76,0,31,0,0,87,13,32,0,0,62,0,3,0,0,38,31,58,58,12
80,0,70,85,0,41,0,100,100,53,75,0,54,0,45,49,0,87,27,0,60,67,0,88,58,27,57,0,69,24,58,0,79,0,86,32,78,0,92,28,76,0,0,12,0,0,6,0,73,14,45,0,41,37,14,91,82,64,21,31,62,0,99,33,98,97,56,12,0,28,31,0,4,92,94,0,39,31,93,0,96,0,81,87,91,21,0,0,80,0,0,14,53,45,3,0,52,95,62,53,28,0,93,43,62,0,99,20,96,69,18,0,42,41,0,84,30,0,0,11,67,0,38,7,4
63,31,0,6,41,0,20,0,2,88,54,84,0,76,35,0,38,0,53,98,79,0,90,0,8,23,61,99,68,0,68,66,100,23,0,0,59,24,33,9,0,0,16,31,0,0,99,0,69,0,81,0,0,77,14,0,16,58,59,43,0,20,89,0,73,81,32,65,0,0,0,30,39,4,13,61,9,47,72,72,0,18,64,36,0,40,33,91,0,100,85,80,34,57,78,62,90,0,69,13,88,66,43,0,24,0,16,0,21,0,37,44,5,0,0,66,7,79,55,0,99,1,0,44,74
20,47,61,41,0,20,0,28,88,63,30,33,74,23,95,4,0,0,14,64,0,0,0,0,0,0,6,38,40,21,92,0,0,52,7,97,29,12,48,76,27,82,0,33,48,14,52,19,42,16,0,0,0,74,53,13,25,51,0,79,64,25,24,0,12,49,0,0,73,58,77,47,98,74,73,91,5,4,27,41,0,29,15,19,49,5,86,24,75,10,0,17,33,95,59,20,11,84,0,54,15,89,64,28,0,38,0,53,0,86,35,21,0,10,0,0,72,53,0,0,12,0,0,35,68
85,25,0,95,100,0,28,0,53,42,84,58,40,0,14,89,68,0,43,71,66,29,14,0,37,0,48,0,2,0,10,7,96,100,88,75,79,10,0,21,14,48,21,3,0,79,0,0,34,9,37,5,47,20,71,38,75,71,22,27,0,0,84,0,14,95,0,99,63,0,0,31,70,0,0,0,0,5,72,35,98,83,70,100,61,22,85,0,4,88,65,57,0,0,11,0,0,72,66,53,0,22,0,35,23,39,89,0,100,65,34,85,26,0,34,0,15,79,96,0,0,79,77,31,41
37,8,77,0,100,2,88,53,0,33,0,61,0,0,0,93,49,0,40,65,43,5,0,0,0,0,46,5,0,72,0,76,26,0,31,0,56,4,57,12,30,0,2,99,99,92,88,0,43,84,63,0,18,16,0,56,59,76,85,0,31,0,34,0,47,0,91,93,0,17,8,22,0,0,75,64,0,0,0,77,0,0,14,100,0,53,0,29,95,0,55,0,0,97,95,22,80,12,0,24,79,0,82,89,22,11,60,0,38,49,25,0,44,83,32,46,21,96,43,19,0,17,34,14,12
26,0,44,0,53,88,63,42,33,0,71,35,13,43,96,0,0,95,25,0,32,0,0,34,1,98,19,46,16,28,24,0,30,0,8,84,0,96,25,97,39,5,0,0,81,0,7,40,57,0,32,36,83,76,0,29,19,0,95,0,86,25,27,0,91,11,0,94,0,98,37,91,0,85,31,43,43,0,0,24,0,95,66,17,5,54,51,0,12,23,0,98,66,86,20,0,84,0,52,29,22,21,31,27,0,23,8,28,60,11,21,48,77,53,0,71,53,0,6,20,20,19,64,15,41
0,57,0,36,75,54,30,84,0,71,0,53,57,0,27,84,33,30,11,70,37,65,68,51,46,26,42,0,12,61,58,0,0,0,7,0,0,59,98,82,17,72,62,87,0,4,24,0,0,22,39,0,52,49,16,0,67,0,1,0,14,0,9,58,67,0,69,13,0,74,2,93,0,0,49,42,62,73,70,86,93,0,42,59,76,63,22,0,36,71,99,41,31,0,69,26,0,0,80,44,20,91,90,0,93,95,97,76,0,78,39,48,30,41,34,15,59,0,22,18,93,63,87,0,40
45,56,0,56,0,84,33,58,61,35,53,0,78,0,0,3,66,21,0,62,0,35,46,26,76,18,18,2,67,0,64,0,0,32,68,14,23,51,2,61,28,98,0,0,0,0,0,7,93,97,33,84,0,20,23,56,77,9,98,54,84,30,48,25,39,11,0,19,0,69,71,96,93,87,61,91,95,0,22,29,63,46,28,9,8,2,23,53,40,99,49,0,46,89,7,71,28,0,41,10,0,93,2,0,74,19,0,38,92,0,22,21,0,80,98,71,95,81,0,0,91,85,24,91,31
71,86,38,80,54,0,74,40,0,13,57,78,0,81,0,54,48,31,27,53,86,23,0,46,43,0,46,50,0,12,0,42,92,77,0,3,35,62,0,0,96,0,69,67,16,100,84,55,0,68,32,0,63,2,49,0,0,81,3,57,0,58,37,23,87,0,58,95,43,44,82,82,48,7,93,36,50,13,0,13,80,5,60,59,23,35,31,24,27,0,59,1,68,63,0,40,22,8,1,0,9,72,54,2,0,96,85,9,20,70,0,0,0,26,0,98,25,92,50,99,5,82,90,0,7
69,0,30,56,0,76,23,0,0,43,0,0,81,0,27,92,0,29,96,27,74,0,27,99,24,20,0,94,17,0,0,0,46,59,45,0,56,0,80,86,38,0,0,68,45,1,0,0,91,50,44,4,0,0,81,100,88,0,82,0,0,0,93,4,0,47,16,0,0,62,81,83,31,82,31,0,51,8,68,44,99,29,95,53,9,0,16,8,0,66,86,65,0,100,86,3,71,8,64,96,79,18,42,0,80,21,0,69,78,2,65,19,4,46,80,0,30,32,94,60,60,29,54,26,95
90,19,81,0,45,35,95,14,0,96,27,0,0,27,0,27,20,79,93,6,73,15,0,0,0,30,100,0,52,78,0,0,10,31,0,47,43,71,49,99,37,74,36,61,74,95,0,49,0,95,30,20,34,19,66,0,89,91,15,0,39,0,49,0,0,1,31,38,92,9,2,71,0,0,22,12,86,82,46,81,0,64,53,60,0,22,51,61,32,39,64,0,9,84,46,68,0,0,0,53,81,62,28,0,1,0,26,0,0,0,0,53,55,74,0,46,32,71,95,0,0,34,72,16,97
