0,8,2,43,80,63,20,85,37,26,35,45,71,69,90,89,78,19,21,3,46,17,14,15,65,77,92,24,85,36,17,11,30,73,91,32,14,32,40,86,96,1,88,86,82,62,15,88,23,82,28,88,43,27,67,93,22,25,76,26,2,84,80,59,84,80,59,37,53,80,4,60,75,11,36,11,4,11,38,61,36,71,40,52,28,38,73,89,94,29,82,56,12,25,14,85,82,93,98,69,91,54,12,27,19,74,13,13,55,32,24,22,51,3,15,34,25,77,19,63,63,23,30,29,41
8,0,69,94,9,31,47,25,8,37,57,56,86,50,19,90,69,51,59,57,98,84,46,39,14,48,57,79,92,18,69,65,17,50,99,83,37,98,30,83,8,100,10,60,81,26,89,82,17,64,11,52,25,99,64,18,95,37,15,82,45,66,80,34,29,4,78,29,96,65,37,48,59,65,76,55,36,20,42,61,97,50,58,80,74,2,41,91,5,30,30,18,80,21,2,81,6,81,57,24,62,4,34,3,85,39,80,90,21,65,61,12,92,77,92,41,53,73,10,95,38,40,7,42,89
2,69,0,16,70,47,61,63,77,44,35,36,38,30,81,41,95,53,44,30,63,90,32,44,5,85,24,63,94,85,12,7,73,34,80,76,1,64,89,91,22,19,70,74,20,46,8,84,74,96,4,46,72,76,13,61,77,90,1,23,78,54,3,14,19,53,2,75,66,74,64,50,51,19,40,60,56,79,96,53,52,22,7,31,41,53,49,42,19,26,42,53,21,48,9,42,63,65,59,75,61,74,38,60,97,26,32,49,96,70,95,37,57,34,42,23,32,94,7,79,100,59,26,80,83
43,94,16,0,85,6,41,95,45,88,36,56,80,56,79,38,90,56,8,78,86,77,59,52,72,33,62,69,11,66,89,69,77,83,19,33,38,31,83,44,48,13,42,94,94,65,28,24,27,84,94,65,74,4,56,45,70,41,69,34,91,68,52,2,18,24,76,47,27,6,75,1,53,67,5,83,3,8,38,16,61,49,29,21,62,40,19,40,30,66,49,26,59,95,40,46,11,15,29,33,71,12,39,92,82,76,31,31,53,70,87,13,32,48,31,62,28,3,54,52,38,31,58,58,12
80,9,70,85,0,41,8,100,100,53,75,61,54,7,45,49,35,87,27,9,60,67,42,88,58,27,57,73,69,24,58,88,79,62,86,32,78,78,92,28,76,10,68,12,34,29,6,88,73,14,45,43,41,37,14,91,82,64,21,31,62,91,99,33,98,97,56,12,87,28,31,87,4,92,94,69,39,31,93,83,96,97,81,87,91,21,15,21,80,57,79,14,53,45,3,28,52,95,62,53,28,48,93,43,62,86,99,20,96,69,18,30,42,41,42,84,30,18,47,11,67,25,38,7,4
63,31,47,6,41,0,20,98,2,88,54,84,33,76,35,89,38,45,53,98,79,2,90,23,8,23,61,99,68,80,68,66,100,23,97,13,59,24,33,9,82,50,16,31,1,4,99,40,69,30,81,9,69,77,14,16,16,58,59,43,3,20,89,68,73,81,32,65,6,43,92,30,39,4,13,61,9,47,72,72,70,18,64,36,10,40,33,91,38,100,85,80,34,57,78,62,90,79,69,13,88,66,43,79,24,21,16,82,21,80,37,44,5,89,6,66,7,79,55,81,99,1,96,44,74
20,47,61,41,8,20,0,28,88,63,30,33,74,23,95,4,52,28,14,64,11,99,63,1,37,99,6,38,40,21,92,73,27,52,7,97,29,12,48,76,27,82,5,33,48,14,52,19,42,16,86,31,70,74,53,13,25,51,94,79,64,25,24,72,12,49,59,2,73,58,77,47,98,74,73,91,5,4,27,41,9,29,15,19,49,5,86,24,75,10,84,17,33,95,59,20,11,84,99,54,15,89,64,28,53,38,7,53,64,86,35,21,87,10,46,70,72,53,85,66,12,59,47,35,68
85,25,63,95,100,98,28,0,53,42,84,58,40,33,14,89,68,29,43,71,66,29,14,41,37,60,48,71,2,85,10,7,96,100,88,75,79,10,65,21,14,48,21,3,73,79,24,43,34,9,37,5,47,20,71,38,75,71,22,27,16,26,84,64,14,95,1,99,63,42,99,31,70,34,75,42,45,5,72,35,98,83,70,100,61,22,85,96,4,88,65,57,60,67,11,100,69,72,66,53,57,22,95,35,23,39,89,10,100,65,34,85,26,31,34,95,15,79,96,5,6,79,77,31,41
37,8,77,45,100,2,88,53,0,33,99,61,92,81,84,93,49,95,40,65,43,5,52,63,92,57,46,5,78,72,42,76,26,90,31,41,56,4,57,12,30,24,2,99,99,92,88,15,43,84,63,5,18,16,8,56,59,76,85,74,31,33,34,56,47,10,91,93,8,17,8,22,88,21,75,64,1,88,33,77,58,40,14,100,73,53,19,29,95,72,55,39,25,97,95,22,80,12,89,24,79,75,82,89,22,11,60,51,38,49,25,76,44,83,32,46,21,96,43,19,8,17,34,14,12
26,37,44,88,53,88,63,42,33,0,71,35,13,43,96,71,44,95,25,39,32,75,46,34,1,98,19,46,16,28,24,68,30,38,8,84,52,96,25,97,39,5,27,62,81,16,7,40,57,95,32,36,83,76,100,29,19,64,95,32,86,25,27,73,91,11,57,94,74,98,37,91,3,85,31,43,43,52,59,24,100,95,66,17,5,54,51,56,12,23,55,98,66,86,20,71,84,75,52,29,22,21,31,27,87,23,8,28,60,11,21,48,77,53,40,71,53,2,6,20,20,19,64,15,41
35,57,35,36,75,54,30,84,99,71,0,53,57,88,27,84,33,30,11,70,37,65,68,51,46,26,42,76,12,61,58,10,14,13,7,47,9,59,98,82,17,72,62,87,61,4,24,9,8,22,39,65,52,49,16,46,67,36,1,46,14,74,9,58,67,22,69,13,78,74,2,93,55,70,49,42,62,73,70,86,93,36,42,59,76,63,22,24,36,71,99,41,31,42,69,26,85,3,80,44,20,91,90,85,93,95,97,76,22,78,39,48,30,41,34,15,59,73,22,18,93,63,87,37,40
